,X1,X2
0,7.749667673121995,6.22062592945356
1,1.1363459709811998,6.524543029909816
2,8.378268457435292,5.083597828328361
3,8.820900705195672,6.855606423881792
4,8.360968719438524,5.034107098853445
5,8.121478965190397,5.375732192601576
6,7.472902954881804,6.320785061463477
7,2.2443559301572034,4.860828889150819
8,3.9801826045888435,3.9886929848988206
9,1.0715390400510791,5.132678163551127
10,5.274889507439374,6.14049317194933
11,8.312531657131364,4.519886123811973
12,1.7403251400769855,8.00274955199348
13,7.959615983212559,8.16391399948134
14,7.207878314421959,7.411225199544767
15,5.59999123990205,3.727266587306155
16,4.647426810056899,0.2180835793301691
17,0.501843086389799,3.19127692141796
18,3.198854220937104,0.02022879410568723
19,1.3444810955988007,8.662569643392448
20,6.122445903780137,4.771485373349764
21,8.312065678584627,4.22843504287228
22,2.095076236654359,4.951668167358927
23,2.627011886245085,2.036005471302362
24,4.775458573796463,0.9732514936781822
25,3.329177944887613,4.2281835864635955
26,7.698223409242717,3.8217821208422533
27,2.8153341125308806,4.097011718002237
28,3.597781948352603,4.1039106496976885
29,3.595516879198766,1.8370618093652682
30,1.496050086621176,8.375676062625034
31,1.4787990140582283,6.671624816174716
32,1.8416692871394382,1.0336493720011781
33,0.27277523500918754,4.498294319339732
34,5.337354838114652,8.83996412906259
35,3.687640008650698,5.619335253907686
36,8.519416312026767,5.590869933339797
37,6.930372433713923,5.651910848274488
38,6.377234338774853,3.954597873948813
39,4.098669597408178,6.887891296797663
40,4.682234683155998,3.620422566890394
41,2.06073668296814,6.5939006978489125
42,2.3449657500660317,2.646021851578845
43,5.2216739154429765,2.7856760968552776
44,8.278310325018897,4.8969391053896745
45,6.235922830347287,5.87002774361477
46,3.8030955470541437,2.5506721432856354
47,5.47541131871545,5.907787250907942
48,5.722233520848596,8.301443307436054
49,0.8577742002510529,1.7614002013231835
50,4.153708141650877,3.268664544741564
51,7.977875291485897,6.753681828942093
52,6.333531657639218,7.0040881624908735
53,7.131819027931284,2.1926197685425257
54,6.59535354928555,0.8974260004887268
55,0.05597731842950737,7.440040143764125
56,7.4206640549400875,3.493297663410572
57,3.494345765823685,4.371165330180254
58,3.398007135398726,2.089509539032036
59,7.15003249059728,6.652072769644519
60,2.015798822805329,7.529564199802782
61,1.4518674572713854,4.15013238365288
62,1.6405595112867024,7.60909233268768
63,6.60894379308788,4.425054889419449
64,5.162859335897343,5.302472867749072
65,4.2953316809315645,2.2152518621162613
66,6.813817455245607,8.272499465005689
67,6.627148183317448,0.5098374611885896
68,1.9165889792335786,3.56587721928277
69,8.406283960203325,3.0045002500925384
70,7.936048223542485,7.597550163303484
71,3.631250297365908,8.45008178592104
72,2.632655387044122,1.9840986990731113
73,4.717113250199985,0.22576396249595754
74,6.557060227890211,7.802649998476618
75,3.8674644124322164,6.1083587002260655
76,7.517073271659618,6.799086669682582
77,3.678071985957647,6.560351653348865
78,6.142854143215026,1.246556467775602
79,7.029102683854775,8.579984826253868
80,2.1419212628701656,6.1232999828189145
81,7.778858488989126,7.455834102150592
82,5.113065672560578,5.616519450721489
83,7.282284786307429,6.450557622122555
84,4.590025772717091,0.6587986386665045
85,2.5970454351446857,4.141805968836717
86,5.987002860283801,8.51201674404443
87,3.1119484496552827,5.347753369570323
88,5.0312798018393154,7.288271993611257
89,4.5584625468420255,1.3678277113909538
90,7.590992651721056,4.22226892569888
91,2.4232540783828633,7.386950227907984
92,4.9483500485337775,4.394779391370462
93,6.960411303167719,6.467774982214409
94,3.5253028863738916,3.8744904419226374
95,8.760915659152621,3.0210370219194083
96,1.3353962101143961,4.13409290431165
97,4.735773924202833,1.201602084665936
98,2.1212440173710188,5.70250018294719
99,4.3859961855420515,1.5518812809584293
